mutant_id	file	apply_method	test_node	expect_clean_rc	expect_mutant_rc_nonzero	revert_assert
Tensile.Common.Utilities.x_choose_multiplier__mutmut_14	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_initial_value_and_loop_condition	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_26	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_float_division_loses_precision_for_large_operands	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_27	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_initial_value_and_loop_condition	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_28	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_initial_value_and_loop_condition	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_29	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_initial_value_and_loop_condition	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_33	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_halving_inside_loop	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_34	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_float_division_loses_precision_for_large_operands	0	true	true
Tensile.Common.Utilities.x_choose_multiplier__mutmut_35	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_choose_multiplier_char.py::test_mlow_halving_inside_loop	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_36	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_unhandled_shape_raises_not_treated_as_128_branch	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_37	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_32_16_128_1_int8_enters_branch_and_returns_layout	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_38	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_32_16_128_1_int8_enters_branch_and_returns_layout	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_39	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_32_16_128_1_int8_enters_branch_and_returns_layout	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_40	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_32_16_128_1_int8_enters_branch_and_returns_layout	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_50	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_unsupported_bitwidth_raises	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_51	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_bitwidth_6_returns_packed_layout	0	true	true
Tensile.Common.Utilities.x_wmmaV3InputVgprLayout__mutmut_56	Tensile/Common/Utilities.py	mutmut_apply	Tensile/Tests/unit/characterization/CommonUtilities/test_mut_Utilities_wmmaV3InputVgprLayout_char.py::test_unsupported_bitwidth_raises	0	true	true
